animal_id,breed,sex,birth_weight_kg,withers_height_cm,chest_girth_cm,body_length_cm,colostrum_liters_first_week,early_health_score,ration_type,daily_dry_matter_intake_kg,disease_history_first_3m,weight_3m_kg,weight_6m_kg,weight_12m_kg
ANM-00234,Angus,Female,33.0,74.9,90.7,73.3,23.5,4,high_energy,4.04,0,110.3,205.6,347.7
ANM-00235,Limuzin,Female,37.8,78.4,82.2,77.1,13.5,4,standard,4.11,0,96.3,186.6,296.3
ANM-00236,Hereford,Female,35.5,70.3,96.1,65.9,23.3,5,standard,4.5,1,101.1,158.5,244.5
ANM-00237,Jersey,Male,32.4,68.1,81.7,73.3,12.1,5,standard,3.1,0,73.9,150.2,276.0
ANM-00238,Hereford,Male,35.8,66.2,80.4,58.5,25.7,4,high_protein,5.03,0,112.9,222.1,363.8
ANM-00239,Holstein,Male,41.9,85.6,86.6,86.7,14.5,5,high_energy,5.67,0,126.8,253.8,434.6
ANM-00240,Holstein,Male,41.1,82.1,90.3,78.5,19.3,5,high_energy,5.88,0,129.5,272.0,463.9
ANM-00241,Hereford,Male,30.3,72.1,70.9,69.6,11.7,4,high_energy,3.2,0,98.7,197.3,358.3
ANM-00242,Hereford,Male,34.5,76.0,77.0,77.5,8.6,1,high_protein,5.0,1,75.3,141.5,285.4
ANM-00243,Simmental,Male,37.3,78.7,83.1,82.1,19.6,5,standard,4.49,0,107.7,191.7,321.7
ANM-00244,Jersey,Male,27.9,71.2,77.7,68.8,23.3,5,high_energy,5.88,0,88.8,184.6,328.5
ANM-00245,Angus,Male,41.7,79.2,78.4,73.9,23.8,3,high_energy,5.56,0,128.6,232.9,414.8
ANM-00246,Limuzin,Male,47.9,79.2,85.4,83.1,14.4,4,standard,4.89,1,131.7,186.4,319.9
ANM-00247,Angus,Male,37.2,72.1,88.5,76.0,10.8,3,high_protein,4.07,0,91.0,176.7,302.6
ANM-00248,Simmental,Female,36.9,85.9,98.2,81.3,14.8,5,standard,4.91,1,110.3,188.4,295.9
ANM-00249,Simmental,Male,42.4,67.8,77.7,68.3,12.2,3,standard,3.97,1,93.8,163.7,306.4
ANM-00250,Jersey,Male,33.6,61.3,75.5,63.3,12.4,5,high_protein,2.92,0,65.0,141.2,257.5
ANM-00251,Angus,Male,40.3,81.8,92.7,73.8,15.8,2,standard,4.62,0,109.5,183.4,329.8
ANM-00252,Limuzin,Female,39.5,73.7,89.4,77.3,19.3,4,standard,5.18,0,116.8,218.0,373.0
ANM-00253,Jersey,Male,26.6,63.8,69.7,60.3,8.2,5,standard,3.15,0,65.0,144.3,289.0
ANM-00254,Simmental,Female,41.2,80.3,82.9,74.8,11.6,2,high_energy,4.72,1,101.7,173.8,285.4
ANM-00255,Simmental,Female,43.0,73.4,90.2,86.6,11.0,3,high_protein,4.41,1,107.4,155.6,272.7
ANM-00256,Hereford,Male,33.9,70.4,77.6,68.5,16.3,5,standard,4.0,0,103.3,190.2,312.3
ANM-00257,Hereford,Female,42.0,77.0,76.3,74.0,9.5,5,standard,3.3,0,101.1,182.6,291.5
ANM-00258,Holstein,Female,38.5,76.6,88.7,84.3,18.5,4,standard,4.35,0,99.9,179.3,284.9
ANM-00259,Holstein,Male,32.6,69.3,79.3,71.4,17.0,5,high_protein,4.34,0,96.3,194.8,309.8
ANM-00260,Angus,Male,31.2,72.4,73.8,75.6,15.8,3,standard,3.07,1,83.7,151.7,220.0
ANM-00261,Holstein,Female,37.6,69.7,74.4,72.9,17.1,4,high_protein,6.04,0,94.6,191.0,335.8
ANM-00262,Hereford,Female,38.4,72.5,85.8,64.5,12.0,1,high_protein,4.76,0,99.1,189.2,320.1
ANM-00263,Simmental,Male,38.8,77.9,85.1,73.0,19.4,5,standard,3.54,0,124.1,208.9,328.0
ANM-00264,Holstein,Male,39.0,84.1,90.3,76.5,18.9,5,high_protein,5.67,0,103.4,197.0,376.5
ANM-00265,Limuzin,Female,37.7,75.0,84.4,71.3,25.1,4,high_energy,4.63,0,121.2,224.1,353.1
ANM-00266,Holstein,Male,38.2,77.9,76.4,73.8,14.3,4,high_energy,6.32,0,121.3,243.5,423.2
ANM-00267,Simmental,Female,32.5,73.8,86.5,76.5,13.4,4,standard,4.09,0,98.3,183.8,292.1
ANM-00268,Holstein,Male,33.7,73.3,85.9,75.0,16.6,5,high_protein,5.2,0,103.3,207.6,362.4
ANM-00269,Holstein,Female,39.2,70.8,86.7,68.3,17.3,4,high_energy,5.28,0,105.6,198.6,353.6
ANM-00270,Holstein,Female,38.3,71.1,81.6,69.2,19.3,4,high_energy,5.63,0,105.9,206.4,363.4
ANM-00271,Holstein,Female,37.2,68.1,83.1,62.0,15.2,4,high_protein,4.72,0,101.0,192.8,330.8
ANM-00272,Holstein,Female,39.5,71.9,79.2,73.0,10.5,3,standard,4.78,0,82.3,164.2,283.8
ANM-00273,Holstein,Female,35.5,65.2,81.8,65.0,20.1,4,high_protein,4.0,1,79.1,167.0,238.5
ANM-00274,Angus,Female,37.3,67.2,92.0,83.1,18.9,3,high_protein,4.42,1,105.3,165.2,280.2
ANM-00275,Angus,Female,28.1,77.4,87.7,74.2,22.4,5,standard,2.82,0,93.2,197.9,286.4
ANM-00276,Simmental,Male,39.6,74.7,76.9,73.2,10.7,4,standard,2.43,0,116.4,187.4,305.6
ANM-00277,Simmental,Female,28.7,83.1,98.8,81.6,17.4,4,standard,4.53,0,121.4,212.3,331.2
ANM-00278,Jersey,Male,31.5,63.3,68.1,62.6,22.2,1,high_protein,5.25,1,65.0,120.0,225.3
ANM-00279,Limuzin,Female,36.4,82.4,78.3,73.4,11.4,3,standard,5.57,1,88.7,160.2,251.3
ANM-00280,Limuzin,Female,34.0,75.9,86.7,76.2,21.7,2,high_energy,4.63,0,103.1,203.5,338.0
ANM-00281,Holstein,Male,36.6,70.1,83.8,68.7,9.2,5,standard,3.84,0,99.3,187.7,340.2
ANM-00282,Holstein,Male,41.9,75.8,89.6,75.8,23.1,2,standard,4.15,1,102.7,179.0,258.9
ANM-00283,Simmental,Male,41.5,83.1,86.1,72.9,22.8,3,high_energy,6.16,0,149.0,264.9,447.2
ANM-00284,Simmental,Female,38.6,79.1,85.2,77.2,22.1,4,standard,4.44,1,106.8,152.2,225.1
ANM-00285,Angus,Male,42.0,81.8,88.7,77.8,12.1,3,high_protein,5.1,0,122.0,232.5,399.4
ANM-00286,Simmental,Male,34.3,82.0,87.1,72.2,14.8,4,standard,4.95,0,109.9,207.7,341.1
ANM-00287,Holstein,Female,41.3,80.2,80.1,85.5,14.9,4,high_protein,4.4,0,93.0,173.0,294.8
ANM-00288,Simmental,Female,38.3,81.2,85.2,70.7,21.7,4,standard,4.14,0,114.6,194.0,291.9
ANM-00289,Jersey,Male,34.2,70.1,71.3,58.4,10.9,4,high_protein,4.38,0,65.0,155.0,302.2
ANM-00290,Holstein,Male,43.2,79.2,78.4,74.7,20.0,2,high_energy,5.21,0,113.8,208.6,366.2
ANM-00291,Hereford,Female,35.7,79.3,85.6,82.1,8.1,4,standard,4.38,0,85.6,168.7,284.1
ANM-00292,Holstein,Female,43.8,79.7,92.8,75.1,13.3,3,standard,4.86,0,100.2,193.3,322.7
ANM-00293,Limuzin,Female,37.1,79.1,83.0,67.8,19.1,5,standard,4.37,0,117.8,226.0,334.0
ANM-00294,Holstein,Male,36.3,69.9,78.4,67.6,11.2,3,high_energy,5.12,0,97.6,214.0,362.3
ANM-00295,Limuzin,Male,38.9,81.7,86.3,72.7,9.5,2,high_protein,4.76,0,105.4,204.8,355.7
ANM-00296,Limuzin,Male,47.9,81.9,96.1,83.8,16.7,4,standard,3.94,1,144.3,227.1,317.6
ANM-00297,Limuzin,Female,38.2,88.6,100.4,86.0,24.9,5,standard,5.59,0,145.1,240.9,358.3
ANM-00298,Hereford,Male,33.6,71.4,93.1,73.9,13.6,2,high_energy,5.91,0,96.3,197.7,348.6
ANM-00299,Hereford,Male,41.7,71.5,80.8,75.4,14.5,5,high_energy,4.66,0,139.0,259.8,412.4
ANM-00300,Angus,Female,34.8,66.2,71.7,66.0,23.4,3,high_energy,5.41,0,112.1,207.3,347.7
ANM-00301,Hereford,Female,27.5,65.7,77.3,67.0,19.8,4,standard,3.37,0,80.8,156.8,267.0
ANM-00302,Holstein,Female,31.5,72.5,87.8,76.2,22.5,4,high_energy,4.38,0,95.1,174.4,315.1
ANM-00303,Jersey,Male,31.8,65.2,71.6,61.8,8.8,4,high_protein,4.46,0,65.0,165.2,322.1
ANM-00304,Jersey,Male,34.6,64.4,72.7,69.1,22.7,5,standard,2.98,0,72.6,144.0,249.9
ANM-00305,Limuzin,Male,46.8,80.0,88.4,75.4,14.4,4,standard,4.45,0,134.5,244.9,394.9
ANM-00306,Jersey,Male,31.6,71.3,83.6,67.5,18.5,4,standard,2.79,1,66.6,120.0,220.0
ANM-00307,Simmental,Male,37.8,85.3,91.7,88.6,10.8,2,high_energy,5.44,1,108.0,188.1,327.6
ANM-00308,Angus,Male,38.0,75.7,79.0,76.2,16.8,5,standard,3.84,0,110.9,215.9,357.4
ANM-00309,Simmental,Female,36.5,79.7,84.3,74.5,25.7,3,high_protein,3.78,1,92.7,150.3,254.6
ANM-00310,Holstein,Female,36.5,69.2,71.0,70.7,12.5,3,high_energy,5.66,0,85.1,162.8,313.5
ANM-00311,Jersey,Female,32.3,64.2,75.2,60.9,23.5,3,high_energy,6.0,0,70.3,149.0,287.3
ANM-00312,Simmental,Male,42.8,79.5,88.0,61.1,10.4,4,high_energy,5.87,1,124.7,230.9,403.3
ANM-00313,Simmental,Male,43.8,80.3,91.4,70.8,13.8,3,standard,4.1,1,104.0,183.4,290.3
ANM-00314,Simmental,Male,37.9,76.1,90.5,79.4,14.4,5,high_protein,3.63,0,128.7,221.6,360.0
ANM-00315,Simmental,Male,33.9,77.0,91.9,73.3,13.6,4,standard,3.91,1,96.5,161.1,257.3
ANM-00316,Simmental,Male,33.4,73.9,89.9,75.2,14.6,4,high_energy,6.5,0,121.6,247.2,427.8
ANM-00317,Simmental,Male,38.7,71.2,96.9,77.4,11.8,5,high_protein,4.21,0,127.4,244.3,383.4
ANM-00318,Angus,Female,35.2,66.5,81.4,67.7,11.1,4,high_energy,5.71,0,106.3,206.2,346.2
ANM-00319,Simmental,Male,44.2,77.8,92.1,79.4,14.0,5,high_protein,3.03,0,118.6,219.3,343.0
ANM-00320,Limuzin,Female,42.4,81.8,90.6,66.7,14.3,4,standard,5.09,0,118.7,218.0,353.9
ANM-00321,Limuzin,Male,36.7,79.2,94.7,76.8,17.2,3,high_protein,4.25,0,117.6,238.8,396.1
ANM-00322,Jersey,Male,36.8,69.4,79.2,67.2,23.0,4,high_energy,4.46,0,90.3,173.7,288.5
ANM-00323,Simmental,Male,32.8,68.2,69.1,70.4,18.3,3,high_energy,5.63,0,114.6,218.7,377.5
ANM-00324,Jersey,Male,32.1,64.7,74.9,72.4,17.8,4,standard,4.96,0,73.3,153.1,304.1
ANM-00325,Limuzin,Male,42.3,82.7,92.3,87.2,10.2,4,standard,5.01,1,131.9,224.6,359.2
ANM-00326,Angus,Female,37.1,72.1,79.1,76.1,23.2,4,high_energy,5.44,0,109.4,206.3,360.2
ANM-00327,Hereford,Male,34.5,83.6,89.6,80.9,22.2,5,standard,4.02,0,116.0,213.4,341.5
ANM-00328,Jersey,Male,25.8,67.9,74.4,63.1,21.7,3,high_energy,5.27,0,65.0,159.9,307.1
ANM-00329,Angus,Female,27.2,73.1,68.2,66.9,15.6,3,high_protein,4.61,1,65.9,129.1,220.2
ANM-00330,Simmental,Male,36.9,70.5,85.4,61.1,17.5,5,high_protein,5.62,0,129.0,242.6,398.7
ANM-00331,Hereford,Female,34.4,61.0,76.9,72.7,25.3,4,standard,5.71,0,85.7,183.3,302.9
ANM-00332,Holstein,Male,32.1,68.6,84.1,67.8,13.3,3,high_protein,3.7,0,79.0,155.7,276.6
ANM-00333,Angus,Female,41.8,74.6,92.5,79.2,9.3,3,standard,2.6,1,93.8,142.4,220.0
ANM-00334,Limuzin,Male,40.6,79.7,82.8,77.4,22.2,4,standard,4.34,0,126.9,212.2,334.4
ANM-00335,Holstein,Male,33.6,82.7,89.7,87.8,15.3,5,high_protein,4.48,0,116.4,219.7,366.3
ANM-00336,Angus,Female,36.7,66.8,82.3,71.4,14.7,5,standard,3.41,0,116.4,194.6,293.6
ANM-00337,Holstein,Female,44.0,69.9,74.8,71.5,19.2,4,standard,3.82,0,104.0,191.9,296.8
ANM-00338,Hereford,Male,29.4,76.3,72.0,63.2,25.7,3,standard,4.59,0,102.7,194.7,307.0
ANM-00339,Holstein,Female,35.2,68.9,83.1,73.5,12.2,4,high_energy,5.12,0,108.8,200.2,352.8
ANM-00340,Limuzin,Male,36.7,77.5,82.3,79.7,16.1,1,high_protein,5.64,0,111.4,211.1,398.0
ANM-00341,Holstein,Male,31.3,80.8,93.0,71.4,15.1,5,standard,3.52,0,97.1,200.2,342.2
ANM-00342,Limuzin,Male,45.2,70.8,83.5,69.8,17.2,4,standard,5.09,0,138.2,226.6,395.2
ANM-00343,Hereford,Female,36.9,65.7,84.3,67.6,18.2,3,high_energy,3.66,0,108.4,189.6,327.0
ANM-00344,Angus,Male,42.7,81.1,86.0,74.0,12.6,3,standard,4.04,0,112.8,203.3,340.2
ANM-00345,Hereford,Female,30.6,66.2,86.0,69.6,21.7,3,high_energy,5.23,0,95.3,183.5,324.9
ANM-00346,Hereford,Male,28.3,73.0,81.3,78.2,15.0,3,high_protein,5.15,0,109.0,216.4,357.4
ANM-00347,Limuzin,Female,26.7,72.2,88.6,74.0,13.5,4,high_energy,5.39,0,94.6,192.0,348.2
ANM-00348,Simmental,Female,37.4,71.6,83.6,65.8,25.9,5,high_protein,2.71,0,118.5,204.3,331.9
ANM-00349,Angus,Male,29.1,79.1,76.0,70.1,26.0,5,high_energy,5.06,0,110.8,221.1,379.4
ANM-00350,Holstein,Male,35.1,72.5,84.1,73.0,9.2,3,high_protein,5.04,0,100.8,198.1,353.2
ANM-00351,Angus,Male,32.8,74.5,85.1,72.7,15.6,4,standard,5.51,0,101.5,187.1,321.3
ANM-00352,Holstein,Female,30.5,79.6,78.0,70.5,24.6,3,standard,4.3,0,78.3,154.0,249.5
ANM-00353,Angus,Male,34.8,77.5,85.8,69.9,19.2,4,high_energy,5.41,0,120.4,214.1,392.5
ANM-00354,Angus,Male,33.7,82.8,81.5,74.6,23.0,4,standard,4.94,1,94.6,163.8,281.2
ANM-00355,Jersey,Male,29.0,69.8,79.5,75.1,21.8,3,high_protein,4.53,0,70.8,162.1,287.6
ANM-00356,Jersey,Female,34.0,63.1,69.5,58.4,23.6,2,high_energy,4.39,1,65.0,134.5,220.0
ANM-00357,Hereford,Male,43.6,75.4,87.8,70.7,20.9,3,high_protein,4.71,0,115.4,239.9,396.7
ANM-00358,Hereford,Male,40.6,67.4,77.0,60.0,19.8,4,standard,5.32,0,118.5,215.1,336.3
ANM-00359,Jersey,Female,31.7,61.4,71.3,63.3,11.0,3,standard,4.18,1,65.0,120.0,220.0
ANM-00360,Angus,Male,38.7,77.0,82.6,78.0,10.4,4,high_energy,4.94,1,105.5,198.5,313.8
ANM-00361,Limuzin,Female,33.9,78.9,74.5,69.9,15.5,3,standard,4.37,1,84.8,164.0,252.0
ANM-00362,Holstein,Male,39.8,81.8,89.0,72.9,17.0,4,high_energy,4.77,1,104.3,204.6,351.5
ANM-00363,Holstein,Male,37.1,71.0,70.4,70.7,17.9,4,high_energy,5.66,0,101.0,198.4,368.0
ANM-00364,Holstein,Female,34.4,69.4,80.2,71.0,20.1,5,high_protein,5.0,0,100.8,190.7,314.2
ANM-00365,Angus,Female,34.8,72.8,90.8,69.6,22.6,3,high_energy,4.74,0,103.4,204.6,332.3
ANM-00366,Simmental,Female,43.3,81.6,85.3,75.0,17.6,4,standard,4.5,0,119.5,215.2,328.0
ANM-00367,Hereford,Male,34.6,86.0,89.8,78.8,22.4,3,standard,3.8,0,114.3,209.6,371.8
ANM-00368,Angus,Male,39.5,82.8,83.2,70.8,23.3,4,high_energy,4.51,0,134.6,238.6,402.7
ANM-00369,Simmental,Male,31.0,69.5,79.6,59.9,20.7,4,standard,3.49,0,101.7,194.7,326.5
ANM-00370,Limuzin,Male,39.5,75.1,84.3,84.1,8.1,3,standard,4.05,1,107.9,189.9,266.4
ANM-00371,Hereford,Male,36.3,71.5,86.2,78.3,13.2,4,standard,4.28,0,116.9,202.0,321.8
ANM-00372,Simmental,Male,36.6,75.9,84.8,75.5,10.3,5,standard,3.69,0,107.9,212.4,346.5
ANM-00373,Simmental,Male,34.1,74.9,86.3,75.0,14.1,5,high_energy,5.97,0,125.5,253.4,426.1
ANM-00374,Simmental,Male,41.2,78.7,89.3,72.6,10.3,5,standard,3.95,0,119.2,206.6,346.2
ANM-00375,Holstein,Male,36.6,75.1,91.4,81.7,22.4,3,high_energy,3.99,0,97.4,202.1,349.8
ANM-00376,Holstein,Male,37.3,80.2,77.0,69.7,16.5,3,standard,6.1,0,106.5,214.4,372.7
ANM-00377,Limuzin,Female,31.2,65.9,77.8,62.2,15.9,4,high_energy,5.69,0,96.9,205.5,327.9
ANM-00378,Jersey,Female,28.8,69.7,72.8,59.8,8.6,1,standard,4.16,1,65.0,125.0,220.0
ANM-00379,Simmental,Male,31.7,83.3,88.4,78.3,15.5,4,high_protein,4.9,0,103.5,205.5,356.9
ANM-00380,Hereford,Female,28.6,62.9,75.7,65.2,19.4,5,standard,3.41,0,87.2,165.9,262.2
ANM-00381,Angus,Female,35.5,72.2,76.8,69.5,10.0,2,high_energy,5.07,0,79.0,140.1,263.8
ANM-00382,Limuzin,Male,35.4,73.4,82.3,77.0,25.7,4,standard,2.48,0,116.3,211.8,337.7
ANM-00383,Hereford,Male,39.5,66.6,71.0,62.8,25.6,4,standard,2.67,0,105.0,197.7,307.8
ANM-00384,Jersey,Male,32.1,63.6,72.6,59.7,18.9,4,standard,3.41,1,65.0,134.7,220.0
ANM-00385,Simmental,Male,39.7,73.4,85.7,72.3,23.4,3,high_protein,4.75,1,118.7,193.6,326.7
ANM-00386,Limuzin,Female,35.9,74.6,94.2,78.8,10.5,2,high_protein,4.54,0,97.5,192.2,319.3
ANM-00387,Hereford,Female,30.3,73.6,77.1,68.4,19.0,2,standard,2.88,0,77.1,151.7,255.1
ANM-00388,Limuzin,Male,41.4,87.3,89.4,88.0,15.2,5,standard,5.1,1,128.0,207.4,299.9
ANM-00389,Holstein,Female,37.5,71.8,81.1,81.8,13.1,3,high_energy,5.37,0,99.1,203.7,335.6
ANM-00390,Limuzin,Male,38.9,84.2,95.2,82.5,17.7,4,high_energy,3.91,0,137.4,248.8,423.9
ANM-00391,Angus,Female,37.6,69.0,80.4,82.9,9.8,1,standard,3.42,1,71.4,120.0,220.0
ANM-00392,Holstein,Female,39.4,73.2,87.5,65.8,24.3,5,high_energy,3.74,0,105.8,200.3,314.8
ANM-00393,Angus,Male,31.6,74.2,76.8,61.9,13.9,4,high_energy,5.64,1,98.3,181.4,317.3
ANM-00394,Angus,Male,37.3,70.0,78.1,67.4,11.5,3,high_energy,4.99,0,98.4,184.9,340.4
ANM-00395,Holstein,Female,31.6,66.7,72.0,61.0,10.7,5,standard,4.78,0,75.5,158.6,263.3
ANM-00396,Jersey,Female,27.0,61.6,74.8,63.1,17.0,2,standard,4.79,0,65.0,132.4,256.4
ANM-00397,Hereford,Male,38.5,71.3,78.3,65.1,22.3,4,standard,5.16,1,113.9,209.0,334.4
ANM-00398,Simmental,Male,43.5,83.7,89.2,82.2,11.8,3,high_energy,5.35,1,112.0,204.6,330.1
ANM-00399,Jersey,Male,38.1,61.3,83.6,62.9,13.1,4,standard,2.91,1,66.8,128.1,220.0
ANM-00400,Jersey,Female,30.6,70.5,71.0,63.5,12.4,2,high_energy,4.4,0,65.0,145.8,264.4
ANM-00401,Simmental,Female,34.7,76.0,85.2,72.2,22.9,5,high_energy,4.19,0,112.7,217.9,344.6
ANM-00402,Limuzin,Female,39.8,78.9,77.4,74.8,11.4,1,high_energy,6.26,0,112.9,204.1,387.0
ANM-00403,Hereford,Female,31.0,61.8,69.3,73.1,15.6,5,standard,4.13,0,87.1,168.7,288.0
ANM-00404,Holstein,Female,40.2,77.7,80.0,82.2,8.7,4,standard,4.3,0,108.6,188.1,310.3
ANM-00405,Limuzin,Female,37.4,76.2,82.5,72.2,23.3,5,standard,4.34,0,118.1,212.1,340.5
ANM-00406,Limuzin,Male,36.6,79.9,79.6,76.5,21.5,5,high_energy,5.14,0,132.6,250.1,440.9
ANM-00407,Simmental,Female,43.1,78.6,92.7,90.5,14.7,4,high_protein,4.23,0,137.2,225.1,323.9
ANM-00408,Hereford,Male,34.4,79.1,90.7,67.1,22.4,5,standard,6.32,1,114.2,200.5,314.5
ANM-00409,Holstein,Male,35.7,73.5,86.0,69.1,16.0,3,high_protein,4.47,0,105.9,218.3,378.8
ANM-00410,Limuzin,Female,41.8,79.8,82.0,74.3,12.7,1,standard,5.14,1,80.2,122.7,229.7
ANM-00411,Angus,Female,26.5,68.2,72.4,71.6,12.3,4,standard,5.17,0,76.3,165.3,265.1
ANM-00412,Angus,Female,30.0,65.2,79.4,58.5,16.6,3,standard,4.14,0,83.9,171.8,253.7
ANM-00413,Holstein,Male,39.4,73.6,79.5,73.9,9.6,5,high_energy,4.72,0,111.9,223.4,385.6
ANM-00414,Limuzin,Male,36.7,70.4,82.3,75.2,22.0,4,standard,5.16,0,126.4,248.5,409.6
ANM-00415,Holstein,Male,40.3,82.8,95.0,87.9,8.7,3,standard,5.48,0,109.9,215.9,362.3
ANM-00416,Simmental,Male,43.4,90.0,98.9,85.5,15.3,5,high_energy,5.29,0,153.8,276.6,455.3
ANM-00417,Holstein,Male,39.3,76.4,90.9,60.4,8.4,1,high_energy,6.64,0,94.8,196.2,332.3
ANM-00418,Hereford,Male,37.1,75.1,86.5,73.4,11.7,1,standard,4.17,1,68.1,132.6,220.0
ANM-00419,Holstein,Male,36.1,72.9,85.3,76.7,13.2,3,standard,3.12,0,97.9,185.1,299.8
ANM-00420,Limuzin,Female,39.1,86.9,96.9,86.6,24.0,5,high_energy,5.0,1,121.8,205.9,321.0
ANM-00421,Angus,Male,40.2,75.0,84.6,71.0,17.0,4,standard,4.86,0,119.8,210.3,324.8
ANM-00422,Holstein,Male,40.0,82.6,82.1,66.7,15.6,4,standard,4.56,0,110.5,191.3,334.7
ANM-00423,Holstein,Female,38.8,68.8,89.1,70.6,20.0,4,high_energy,3.58,0,103.5,191.1,329.2
ANM-00424,Holstein,Male,38.7,66.4,77.8,74.2,15.6,1,standard,3.75,1,66.9,120.0,220.0
ANM-00425,Angus,Female,35.5,70.3,85.4,70.3,10.7,3,high_energy,4.97,1,74.9,141.1,243.2
ANM-00426,Hereford,Female,37.1,75.4,85.6,72.1,25.2,3,standard,3.17,0,95.8,143.8,235.2
ANM-00427,Simmental,Male,37.7,81.5,93.6,69.3,22.4,1,standard,3.68,0,109.5,201.2,319.6
ANM-00428,Limuzin,Female,29.2,79.4,81.7,65.8,9.8,3,standard,3.73,0,72.2,156.1,268.3
ANM-00429,Holstein,Female,36.3,68.7,80.3,68.6,15.7,3,standard,5.0,0,84.4,164.3,285.2
ANM-00430,Hereford,Female,41.9,81.4,81.2,76.1,10.8,5,standard,4.16,1,108.2,192.2,301.3
ANM-00431,Limuzin,Female,38.7,77.3,96.2,82.2,25.7,5,standard,5.79,0,124.6,235.5,392.5
ANM-00432,Hereford,Female,42.7,78.6,93.4,59.7,9.4,3,high_protein,4.33,1,91.8,163.0,256.6
ANM-00433,Angus,Female,35.6,63.1,82.5,73.1,9.2,2,high_protein,3.58,1,67.4,120.7,241.8
ANM-00434,Hereford,Male,38.9,67.5,68.7,64.8,8.6,5,standard,4.29,1,94.5,165.0,295.8
ANM-00435,Holstein,Female,36.9,76.0,90.2,78.2,13.9,5,high_energy,5.05,0,97.5,198.2,328.6
ANM-00436,Holstein,Female,35.2,77.3,84.5,77.4,16.5,4,high_energy,3.43,1,87.2,149.7,243.7
ANM-00437,Holstein,Female,37.3,67.8,77.6,73.1,10.0,4,high_protein,3.42,0,85.3,168.3,249.6
ANM-00438,Jersey,Female,30.4,67.6,76.0,68.2,8.1,4,standard,2.68,0,65.0,131.0,220.0
ANM-00439,Hereford,Male,33.3,74.2,80.8,88.4,25.1,4,standard,3.88,0,110.9,199.5,357.6
ANM-00440,Angus,Female,37.2,70.9,79.4,67.0,12.6,4,standard,4.55,0,92.7,184.8,343.3
ANM-00441,Limuzin,Female,36.1,76.5,75.4,75.6,10.9,4,standard,3.58,0,102.5,178.7,287.7
ANM-00442,Holstein,Male,37.4,77.9,83.6,71.2,24.6,3,standard,4.59,0,108.4,199.6,338.7
ANM-00443,Hereford,Male,33.6,74.9,82.9,62.0,18.3,5,high_protein,2.98,1,94.9,157.3,271.3
ANM-00444,Holstein,Male,42.4,80.0,81.1,70.2,20.3,4,high_protein,3.19,0,119.6,209.2,374.2
ANM-00445,Simmental,Male,34.5,66.9,74.0,75.9,18.1,4,standard,4.72,0,112.6,230.7,361.2
ANM-00446,Hereford,Female,29.1,68.4,85.4,64.3,8.5,2,standard,4.22,1,65.0,120.0,234.4
ANM-00447,Limuzin,Male,40.8,90.2,94.1,83.2,9.9,5,standard,5.26,0,132.5,242.5,393.9
ANM-00448,Angus,Male,36.9,73.5,73.2,68.7,20.6,3,standard,3.54,0,110.4,192.6,301.9
ANM-00449,Holstein,Female,36.9,77.2,87.5,69.6,17.4,1,high_energy,6.82,1,85.8,141.2,251.6
ANM-00450,Angus,Female,41.6,69.9,84.9,75.1,19.2,4,standard,4.2,0,100.4,186.5,289.0
ANM-00451,Holstein,Female,30.2,75.9,80.2,75.1,19.2,4,high_protein,4.46,0,81.7,159.2,284.6
ANM-00452,Limuzin,Female,31.5,79.0,80.6,67.7,20.1,4,high_protein,4.49,0,105.6,199.3,306.3
ANM-00453,Hereford,Female,39.4,72.6,81.8,76.8,14.1,3,high_energy,5.63,1,104.0,194.4,317.5
ANM-00454,Holstein,Female,45.4,74.1,75.5,70.5,18.8,4,high_energy,4.9,0,116.8,215.2,366.4
ANM-00455,Holstein,Female,38.0,74.1,81.5,77.7,22.5,4,high_energy,4.99,0,102.2,199.5,360.3
ANM-00456,Holstein,Male,34.6,74.6,78.6,71.4,16.2,4,standard,4.22,0,109.6,191.5,333.3
ANM-00457,Limuzin,Female,40.6,83.9,96.1,82.8,23.7,5,standard,3.98,0,130.3,224.9,370.4
ANM-00458,Jersey,Male,34.1,63.9,82.3,64.5,20.7,3,high_energy,5.45,0,80.9,176.7,315.7
ANM-00459,Hereford,Male,30.9,71.5,84.1,71.5,14.0,3,standard,4.85,0,94.0,166.0,306.4
ANM-00460,Angus,Male,34.8,75.3,86.5,68.6,25.3,3,high_protein,4.34,0,101.1,205.2,316.4
ANM-00461,Angus,Female,33.1,73.8,80.6,67.9,25.7,2,standard,3.53,1,74.3,135.0,220.0
ANM-00462,Holstein,Female,38.0,77.0,88.7,78.2,16.2,5,standard,3.66,0,102.9,195.4,311.0
ANM-00463,Limuzin,Male,34.8,78.7,94.0,86.8,11.9,4,standard,5.24,0,116.9,239.7,399.4
ANM-00464,Simmental,Female,30.0,70.8,83.1,71.1,22.0,3,high_protein,4.76,0,107.7,205.8,314.6
ANM-00465,Angus,Male,32.3,66.2,71.4,67.4,21.4,4,standard,4.44,0,98.6,195.3,325.0
ANM-00466,Angus,Female,30.6,74.3,75.5,64.5,12.7,4,standard,4.39,1,74.4,144.2,224.1
ANM-00467,Angus,Female,27.3,64.1,83.7,75.7,15.1,5,standard,5.53,0,98.0,178.8,299.4
ANM-00468,Limuzin,Female,37.5,75.4,75.0,79.6,8.9,2,high_energy,5.18,1,86.5,142.6,261.3
